time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.458779,-0.06711165947,-1.00475741606,-1.02124770953,1.59227205783,0.684538926594,1.00130595929,-0.499310746457,100.0,0.774276802685,-1.0641991716,-0.343228201289,0.842538947746,0.171805848243,1.69926721778,-0.215907795895,100.0
0.458872,-0.06711165947,-1.00475741606,-1.02124770953,1.59227205783,0.684538926594,1.00130595929,-0.499310746457,100.0,0.774276802685,-1.0641991716,-0.343228201289,0.842538947746,0.171805848243,1.69926721778,-0.215907795895,100.0
0.468952,-0.066728164273,-1.00475741606,-1.02124770953,1.59150506743,0.684538926594,1.00130595929,-0.499694241654,100.0,0.774276802685,-1.0641991716,-0.343611696486,0.84330593814,0.171422353046,1.69965071298,-0.217058281486,100.0
0.479016,-0.066728164273,-1.00629139685,-1.02124770953,1.59227205783,0.684538926594,1.0009224641,-0.499694241654,100.0,0.774276802685,-1.0641991716,-0.343995191683,0.842922442943,0.171805848243,1.69965071298,-0.215907795895,100.0
0.489128,-0.06711165947,-1.00590790166,-1.02124770953,1.59112157223,0.684922421791,1.00168945449,-0.499694241654,100.0,0.775043793079,-1.0641991716,-0.343228201289,0.842538947746,0.171038857849,1.69965071298,-0.216674786289,100.0
0.500006,-0.0651941834851,-1.00475741606,-1.02048071914,1.59150506743,0.685689412185,1.00168945449,-0.499310746457,100.0,0.774276802685,-1.0638156764,-0.344762182077,0.842922442943,0.17218934344,1.70003420817,-0.216674786289,100.0
0.509064,-0.066344669076,-1.00552440646,-1.02124770953,1.59265555302,0.684538926594,1.00168945449,-0.498543756063,100.0,0.773893307488,-1.0638156764,-0.342844706092,0.842922442943,0.171038857849,1.69965071298,-0.216674786289,100.0
0.518991,-0.066344669076,-1.00590790166,-1.02201469993,1.59265555302,0.685689412185,1.00168945449,-0.499694241654,100.0,0.774660297882,-1.0638156764,-0.343995191683,0.842538947746,0.170655362652,1.69926721778,-0.216291291092,100.0
0.528979,-0.066344669076,-1.00552440646,-1.02201469993,1.59188856263,0.684538926594,1.00168945449,-0.49892725126,100.0,0.774660297882,-1.0641991716,-0.345145677274,0.842538947746,0.171422353046,1.69965071298,-0.216674786289,100.0
0.539048,-0.066728164273,-1.00437392087,-1.02124770953,1.59188856263,0.685689412185,1.00130595929,-0.49892725126,100.0,0.774660297882,-1.0634321812,-0.343611696486,0.842538947746,0.171422353046,1.69926721778,-0.217441776683,100.0
0.548977,-0.0655776786821,-1.00552440646,-1.02124770953,1.59150506743,0.685689412185,1.00245644488,-0.499310746457,100.0,0.774276802685,-1.0638156764,-0.343611696486,0.842922442943,0.171805848243,1.69965071298,-0.217058281486,100.0
0.558974,-0.066344669076,-1.00475741606,-1.02124770953,1.59150506743,0.684538926594,1.0009224641,-0.498543756063,100.0,0.774276802685,-1.0634321812,-0.343611696486,0.842155452549,0.171422353046,1.69926721778,-0.216291291092,100.0
0.568981,-0.0655776786821,-1.00552440646,-1.02163120473,1.59150506743,0.684538926594,1.00207294969,-0.499694241654,100.0,0.774276802685,-1.0634321812,-0.343228201289,0.84330593814,0.171805848243,1.70003420817,-0.216674786289,100.0
0.579001,-0.066728164273,-1.00629139685,-1.02086421434,1.59188856263,0.684922421791,1.0009224641,-0.499694241654,100.0,0.775427288276,-1.0641991716,-0.343611696486,0.842538947746,0.171422353046,1.69965071298,-0.216291291092,100.0
0.589023,-0.0659611738791,-1.00475741606,-1.02201469993,1.59150506743,0.684538926594,1.0009224641,-0.500077736851,100.0,0.774660297882,-1.0641991716,-0.343228201289,0.842155452549,0.171805848243,1.70003420817,-0.216291291092,100.0
0.599061,-0.0659611738791,-1.00475741606,-1.02086421434,1.59150506743,0.684538926594,1.00168945449,-0.498543756063,100.0,0.774276802685,-1.0638156764,-0.343995191683,0.842538947746,0.171422353046,1.70041770337,-0.215907795895,100.0
0.609072,-0.066344669076,-1.00514091126,-1.02163120473,1.59112157223,0.684922421791,1.00245644488,-0.499694241654,100.0,0.774660297882,-1.0641991716,-0.342844706092,0.842538947746,0.171422353046,1.69926721778,-0.215524300698,100.0
0.619087,-0.0648106882882,-1.00514091126,-1.02124770953,1.59112157223,0.685689412185,1.00168945449,-0.49892725126,100.0,0.774276802685,-1.0638156764,-0.344762182077,0.841388462155,0.170655362652,1.69965071298,-0.216674786289,100.0
0.629049,-0.066344669076,-1.00514091126,-1.02124770953,1.59150506743,0.684155431397,1.00207294969,-0.500077736851,100.0,0.774660297882,-1.0638156764,-0.343611696486,0.84330593814,0.171422353046,1.69926721778,-0.216291291092,100.0
0.639093,-0.0659611738791,-1.00629139685,-1.02163120473,1.59150506743,0.684155431397,1.00207294969,-0.49892725126,100.0,0.774660297882,-1.0638156764,-0.343228201289,0.842922442943,0.171038857849,1.69965071298,-0.217058281486,100.0
0.649112,-0.0659611738791,-1.00437392087,-1.02163120473,1.59188856263,0.684538926594,1.00168945449,-0.499310746457,100.0,0.775043793079,-1.06496616199,-0.343611696486,0.842922442943,0.171422353046,1.70003420817,-0.217058281486,100.0
0.658980,-0.066728164273,-1.00552440646,-1.02124770953,1.59188856263,0.684922421791,1.00168945449,-0.49892725126,100.0,0.774276802685,-1.0638156764,-0.342844706092,0.84330593814,0.171422353046,1.69926721778,-0.216674786289,100.0
